ON THE SPREE,〒106-0031,東京都港区西麻布4-1-4 西麻布MKビルB1F,03-6906-9345,http://www.onthespree.com/
カルヴァドス,〒160-0021,東京都新宿区歌舞伎町1-2-13 新光ビル5F,03-5272-4000,http://c-group.in/calvados/
かんだ,〒106-0046,東京都港区元麻布3-6-34 カーム元麻布 1F,03-5786-0150,http://r.tabelog.com/tokyo/A1307/A130701/13005439/
Coffee Lounge YONEMOTO,〒101-0054,東京都千代田区神田錦町2-1-8 ,03-6273-7044,http://www.yonemoto-coffeelounge.com/
Anji,〒150-0001,東京都渋谷区神宮前3-21-12 中田ビル2F,03-6439-1355,http://anji-s.com/
鮨　かねさか,〒104-0061,東京都中央区銀座8-10-3 美鈴ビル B1F,03-5568-4411,http://r.tabelog.com/tokyo/A1301/A130103/13005003/
串の坊,〒153-0061,東京都中央区銀座7-2 銀座コリドー街 １F,050-5815-3153,http://kushinobo.co.jp/
東,〒101-0061,東京都中央区銀座6-3-16 蔦ビル 1Ｆ,03-6228-5940,
DELHI KITCHEN,〒144-0053,東京都大田区蒲田本町2-33-1 南風ハイム 1F,03-3739-6564,http://r.tabelog.com/tokyo/A1315/A131503/13095641/
艶食 月島屋,〒150-0042,東京都渋谷区宇田川町12-9 ジュール渋谷 9F,03-6892-2828,http://www.hotpepper.jp/strJ000763253/
シャンテリー,〒150-0013,東京都渋谷区恵比寿2-31-5 ,0334420977,http://www.chantery.jp/
ダボ屋,〒160-0021,東京都新宿区歌舞伎町2-8-2 ホテルAVYSS B1,03-3207-3508,http://www012.upp.so-net.ne.jp/daboya/
酸素カプセル東京 エアフロー,〒164-0001,東京都中野区中野6-2-10 ,03-3360-3307,http://www.primeairflo.com/
もちぶた・東京軍鶏・やきもの屋いーと,〒160-0022,東京都新宿区新宿2丁目13番6号 光亜ビル1Ｆ,03-3355-8285,http://www.hotpepper.jp/strJ000839226/
コイーバ・アトモスフィア,〒106-0031,東京都港区西麻布1-14-1 井門西麻布ビル1F,03-5414-0025,http://www.cohiba-atmosphere.jp/
鳥亭,〒108-0072,東京都港区白金３－１－２ GNビル1F,03-3440-2321,http://www.toritei.jp/
タイ古式マッサージ　ビーラボ,〒156-0041,東京都世田谷区大原1-56-4 ファミール松澤1F,03-6423-2260,http://bodycare-lab.com/
成吉思汗 ふじや,〒153-0061,東京都目黒区中目黒1-10-23  リバーサイドテラス 1Ｆ,03-3712-8886,http://r.gnavi.co.jp/e598600/
新宿アウル,〒160-0021,東京都新宿区歌舞伎町2-27-12 新宿リービル6階D室,03-6380-3544,http://www.hotpepper.jp/strJ000957896/party/
ホルモン酒場友ちゃん,〒166-0004,東京都杉並区阿佐ヶ谷南3-37-5 米倉ビル1-C,03-3398-8705,http://www.tomo-chan.com/
健康コーポレーション株式会社,〒164-0011,東京都中野区中央2-9-1 サン・ロータスビル4F,0120-268-222,http://www.kenkoucorp.com/diet_cookie/half/
鮨さいとう ,〒107-0052,東京都港区赤坂1-9-15 自転車会館1F,03-3589-4412,http://r.tabelog.com/tokyo/A1308/A130802/13015251/
魚串・海鮮　ゆたか,〒150-0012,東京都渋谷区広尾5-19-4 SR広尾 6F,03-5793-5058,http://yutaka-uokushi.com/
とんちんかん,〒105-0004,東京都港区新橋5-15-1 TOCCビル1F,03-6402-7328,http://restaurant.gourmet.yahoo.co.jp/0007890940/
同門鍼灸院,〒106-0045,東京都港区麻布十番2-13-2 クリスティフジ 2F,03-5476-8250,http://medical-domon.com/
デビッドデリ,〒108-0073,東京都港区三田5丁目13-13 ,03-5441-1211,http://davidsdeli.co.jp/
タンドゥール,〒150-0021,東京都渋谷区恵比寿西1-9-3 入船ビル4Ｆ,03-3461-6181,http://www.tandoor.co.jp/
赤坂 げん酒場,〒107-0052,東京都港区赤坂3-21-4 サンライト赤坂 1F,03-5545-5311,http://r.gnavi.co.jp/g310004/
赤坂源五郎　赤坂店,〒107-0052,東京都港区赤坂2-6-5 からす亭ビル 1F,03-3589-5864,http://r.gnavi.co.jp/b688101/
エアロスポーツクラブ,〒160-0022,東京都新宿区新宿1-12-5 ,03-3352-2800,http://www.aerosports.co.jp/
もつ焼き 克,〒153-0061,東京都目黒区中目黒3-6-5 2F,03-3716-7224,http://r.tabelog.com/tokyo/A1317/A131701/13103731/
Le Bourguignon,〒106-0031,東京都港区西麻布3-3-1 ,03-5772-6244,http://r.tabelog.com/tokyo/A1307/A130701/13005328/dtlrvwlst/2091862/
焼肉 金太郎,〒107-0052,東京都港区赤坂2-13-16 赤坂伊藤総業ビル B1F,03-5562-3727,http://r.tabelog.com/tokyo/A1308/A130801/13015314/
HAP Piatti Italiani 神楽坂,〒162-0825,東京都新宿区神楽坂6-24 ,03-3268-8225,http://www.hap-kagurazaka.com/
天野精肉店 甲州天山,〒104-0032,東京都中央区八丁堀1-11-2 ,03-3551-4431,http://ameblo.jp/yamanashi-tenzan/
【閉店】リフレージュ　赤羽店,〒115-0055,東京都北区赤羽西1-6-1 ,0339055589,http://reflage.net/
BIFFI CAFE,〒150-0042,東京都渋谷区宇田川町21-1 西武渋谷モヴィーダ館 B1,03-5456-7586,http://r.gnavi.co.jp/g644002/
バーンヤティカー,〒164-0001,東京都中野区中野5-52-2 青葉ビル 2F,03-5318-2066,http://www.waiwaithailand.com/baanyathika/
"Cafe & Bar SORA,Tokyo",〒130-0002,東京都墨田区業平1-19-9 Panache 1F,03-5637-8441,http://r.tabelog.com/tokyo/A1312/A131203/13113454/
バーボンストリート,〒150-0031,東京都渋谷区桜丘町16-9 DK渋谷 B1,03-3496-5007,http://www.bourbonstreet.jp/
アジア料理 くま★さん,〒170-0002,東京都豊島区巣鴨3-22-11 ,03-3949-9031,http://r.tabelog.com/tokyo/A1323/A132301/13024489/
ベテルギウス,〒105-0004,東京都港区新橋3-6-13 池野3号ビル 2F,03-3500-5734,http://ggyao.usen.com/0005005729/
康楽館,〒160-0021,東京都新宿区歌舞伎町2-18-2 ,03-3207-8268,http://www.kourakukan.com/
BAR マヤウエル 六本木,〒106-0032,東京都港区 六本木3－15－24 六本木BOXビル1F,03-6804-1851,http://www.mayahuel.jp/ja/index.php
ナチュールO2,〒105-0004,東京都港区新橋3－5－11 プラザ新橋3F,03-3502-1580,http://nature.beezblog.com/
焼き小龍包 王朝,〒170-0004,東京都豊島区北大塚2-13-5 ,03-3971-5186,http://www.hotpepper.jp/strJ000762337/
きかんたろう,〒106-0045,東京都港区麻布十番1-6-7 FIプラザビル1F,03-6438-9775,http://r.gnavi.co.jp/ga7z700/
蒸し八,〒151-0066,東京都渋谷区西原2-31-7 内藤ビル2F,03-3481-0164,http://mushihachi.jp/
和菜 毬乃,〒135-0044,東京都江東区越中島1-2-18 江東区深川スポーツセンター1F,03-3630-3838,http://r.gnavi.co.jp/g591400/
Departure Lounge,〒106-0045,東京都港区麻布十番1-9-2 ユニマット麻布十番ビル 7F,03-5575-5420,http://www.departure-lounge.jp/
　,〒000-0000,北海道　　 ,　,
徳峰,〒542-0082,大阪府大阪市中央区島之内2-12-10 ,06-6125-5030,http://r.gnavi.co.jp/kac7800/
喜来楽（シライル）,〒154-0004,東京都世田谷区太子堂4-1-1 キャロットタワー B1,03-3418-8618,http://restaurant.gourmet.yahoo.co.jp/0007159089/
銀座 割烹 真々田,〒104-0061,東京都中央区銀座6-12-2 東京銀座ビルディング B1,03-6252-4070,http://www.ginza-mamada.com/
岩盤浴 もりの王国,〒543-0028,大阪府大阪市天王寺区小橋町13-5 上本町財法ビル 4F,06-6767-5577,http://sugan.net/
海鮮居酒屋 はなの舞,〒113-0034,東京都文京区湯島3-24-13 東京家具会館ビル B1,03-3836-5945,http://r.gnavi.co.jp/g192815/
韓国石鍋料理 まんてん,〒530-0011,大阪府大阪市淀川区西中島4-7-10 ローズコーポ新大阪第一 101,06-6307-7770,http://r.gnavi.co.jp/c343800/
食彩鉄板Dining Bobby　,〒106-0032,東京都港区六本木5-13-11 スペーシア麻布十番 1-2F,03-5570-2299,http://www.hotpepper.jp/strJ000759110/
横浜中華街 茘香尊本店,〒231-0023,神奈川県横浜市中区山下町152-6 ,0456515055,http://r.gnavi.co.jp/a248300/
しゃぶしゃぶダイニングMK 新宿店,〒160-0022,東京都新宿区新宿3-13-3 新宿文化ビル3F,03-3356-7768,http://www.mkrestaurants.co.jp/
NAスポーツクラブA-1,〒151-0073,東京都渋谷区笹塚1-50-1 NAビルスポーツ館B1～3F,03-3481-5866,http://www.nacs.co.jp/
冷凍美容専門店 アウラ,〒542-0083,大阪府大阪市中央区 東心斎橋1-11-11 MST心斎橋ビル4F,06-6251-1460,http://www.cool-aura.com
すし屋 真魚,〒104-0061,東京都中央区銀座1-11-2  ホテル西洋銀座 1F,03-3562-7890,http://r.tabelog.com/tokyo/A1301/A130101/13093660/
TEPPAN　SAKAMOTO　鉄板・阪本,〒530-0012,大阪府大阪市北区芝田1-12-14 WATANABEビル51F,06-6359-8008,http://e-sakamoto.jp/teppan_index
中華ダイニング好鴨,〒221-0835,神奈川県横浜市神奈川区鶴屋町3-32-14 新港ビルB1,045-324-6377,http://www.hotpepper.jp/strJ000020076/
COLOR代官山,〒150-0033,東京都渋谷区猿楽町30-3 ツインビルA棟B1F,03-5457-2177,http://r.gnavi.co.jp/b185300/
Sincerite（サンセリテ）,〒550-0003,大阪府大阪市西区京町堀2-11-18 AXIS京町堀1F,06-6225-4013,http://r.tabelog.com/osaka/A2701/A270105/27030086/
The One Thing,〒413-0234,静岡県伊東市池615-87 ,0557-55-3020,http://theonething.jp/
VINGT NAIL,〒107-0062,"東京都港区南青山2-27-21 セイリンビル1,2F",03-3405-6400,http://www.vingtnail.com/
コスプレ焼肉OK牧場,〒101-0047,東京都千代田区内神田3-18-6 藤田ビル 1F,03-5256-5133,http://r.tabelog.com/tokyo/A1310/A131002/13035574/
RELA HATI本町店,〒541-0053,大阪府大阪市中央区本町4-4-27 細井ビル3F,06-4704-4887,http://rela-honmachi.com/
Blue Reef,〒104-0061,東京都中央区銀座8-2-9 ニューギンザビル 12号館 2F,0120-138-850,http://ginza.br-nail.com/
グレース 新宿店,〒160-0023,東京都新宿区西新宿1-14-15 タウンウエストビル5F,0120-080-923,http://www.grace-shinjyuku.co.jp/
焼肉JAPAN,〒153-0051,東京都目黒区上目黒3-1-4 グリーンプラザビル2F,03-3710-1129,http://www.y-japan.jp/
美食ダイニング みかわ,〒106-0031,東京都港区西麻布1-15-1 森口ビル1F,03-5413-5959,http://tabelog.com/tokyo/A1307/A130701/13057913/
ヒーリングサロン癒楽（ゆらく）,〒542-0085,大阪府大阪市中央区心斎橋筋1-4-20 宇治園ビル 3Ｆ,06-6245-6691,http://www.healing-plan.com/yuraku/
リフレージュ 西川口店,〒332-0021,埼玉県川口市西川口2-3-5 ザ・プライス4Ｆ,048-250-4335,http://www.reflage-akasaka.com/nishikawaguchi/nishikawaguchi.html
ユルイの宿 恵山,〒395-0304,長野県下伊那郡阿智村智里407 ,0265-43-3188,http://yuruinoyado-keizan.com/
ふぐ処 赤坂大友本館,〒107-0052,東京都港区赤坂5-4-15 ARA 赤坂ビルB1,03-3584-4302,http://totoya-food.com/fugu/ohtomo.html
ROBATAYA 煙猿,〒530-0003,大阪府大阪市北区堂島1-4-20 第2ロイヤルビル1F,06-6455-1717,http://www.en-en.net/
リザーブドクルーズ(ケーエムシーコーポレーション株式会社),〒231-0002,神奈川県横浜市中区海岸通先 ピア象の鼻桟橋,045-290-8377,http://yokohama-cruise.com/tanken.php
Bar GRAPPA ,〒260-0028,千葉県千葉市中央区新町15-5 JK大友ビル 1F,043-241-8556,http://bar-grappa.com/
Li-bero リベロ,〒330-0854,埼玉県さいたま市大宮区桜木町 1-231 ,048-644-6781,http://www.hotpepper.jp/strJ000651856/
謝逢紅（シャーク）,〒152-0035,東京都目黒区自由が丘1-3-15 2F,03-3725-4889,http://www.jiyugaoka-shark.com/
癒しの泉,〒105-0004,東京都港区新橋3-19-4 桜井ビル3F,03-5473-8898 ,http://relax.c-pon.com/user/shop/show/3308
ジュリアオージェ難波店,〒542-0076,大阪府大阪市中央区難波4丁目1番2号 三信ビル8F,06-6636-5536,http://www.stella-mj.co.jp/
沖縄ダイニング きじむなー,〒101-0052,東京都千代田区神田小川町3-2-10 三光ビル2F,03-3295-2088,http://r.gnavi.co.jp/p355000/
串揚げ 和食Dining 串寅,〒169-0075,東京都新宿区高田馬場4-11-8 木村屋ビル2F,03-6908-7167,http://r.gnavi.co.jp/gadu900/
太陽の癒し,〒530-0041,大阪府大阪市北区天神橋4-8-8 第2平川ビル4F,06-6351-3184,http://kiraria.jp/s/taiyounoiyashi/?shop_type=3
Luxe（エステティーク リュクス）,〒330-0802,埼玉県さいたま市大宮区宮町1-51 一番街共同ビル B1F,048-641-4811,http://luxe-est.jp/
ロテスリーレカン,〒104-0061,東京都中央区銀座5-11-4  銀座クレストビル1F,03-5565-0770,http://www.lecringinza.co.jp/rotisserie/
Ｇｉｎｇｅｒ,〒104-0061,東京都中央区銀座7丁目10番10号 セレンシービル 5階,03-6228-5772,http://www.nail-ginger.com/index.html
海鮮家 malibu,〒531-0076,大阪府大阪市北区大淀中2-5-3 ,06-6344-0841,http://r.tabelog.com/osaka/A2701/A270108/27049156/
レストランチャオ,〒160-0023,東京都新宿区西新宿8-1-3 ホテルローズガーデン新宿2F,03-3360-1554,http://www.hotel-rosegarden.jp/restaurant/restaurant01a.html
caro（カーロ）,〒530-0002,大阪府大阪市北区曾根崎新地1-3-32 ,06-6342-8882,http://ggyao.usen.com/0005003398/
マノマニ,〒220-0004,神奈川県横浜市西区北幸2-9-1 ,045-314-3603,http://www.hotel-plumm.jp/restaurants/manomani.html
ブラッスリーレカン,〒110-0005,東京都台東区 上野7-1-1 アトレ上野１Ｆレトロ館,03-5826-5822,http://www.lecringinza.co.jp/brasserie/
レストラン・アルバス,〒104-0061,東京都中央区銀座6-7-6 銀座細野ビル3Ｆ,03-3569-3386,http://r.tabelog.com/tokyo/A1301/A130101/13002531/
鮨 いわ,〒104-0061,東京都中央区銀座6-3-17 悠玄ビル一階,03-3571-7900,http://r.tabelog.com/tokyo/A1301/A130101/13050940/
ポイントタウン（GMOメディア株式会社）,〒150-8512,東京都渋谷区桜丘町26番1号 セルリアンタワー,03-3770-1940,http://www.pointtown.com/
コム・フォー　コピス吉祥寺,〒180-0004,東京都武蔵野市吉祥寺本町1-11-5 コピス吉祥寺B1F,0422-27-5642,http://r.gnavi.co.jp/b130204/
蕎麦茶屋 桜,〒330-0854,埼玉県さいたま市桜木町2-188-2 ,048-643-5444,http://soba-sakura.food.officelive.com
ディアーナ 東京ドームシティミーツポート店,〒112-0004,東京都文京区後楽1-3-61 東京ドームシティミーツポート3F,03-5803-7676,http://r.gnavi.co.jp/g164324/
3balance,〒530-0002,大阪府大阪市北区曽根崎新地2-1-21 桜橋深川ビル9F,06-6346-3128,http://3balancegym.com/top.php
まるごと北海道 国際通り店,〒111-0032,東京都台東区浅草2-11-5 ,03-5827-1129,http://r.gnavi.co.jp/a135610/
南欧創作的料理 ふうが屋,〒151-0053,東京都渋谷区代々木1-37-4 長谷川ビル1F,03-3370-3878,http://r.gnavi.co.jp/g941200/
コリアンダイニング スラッカン,〒260-0013,千葉県千葉市中央区中央3-17-1 CHIBA CENTRAL TOWER 1F,043-222-2468,http://r.gnavi.co.jp/gad3400/
菜心賓館,〒220-0004,神奈川県横浜市西区北幸2-9-1 ,045-314-2025,http://www.hotel-plumm.jp/restaurants/saishinsaikan.html
ラ・ガールスポーツクラブ,〒151-0073,東京都渋谷区笹塚1-61-8 ホテル「ブーゲンビリア新宿」B1F・B2F・2F,03-5365-4343,http://www.lagaspo.com/
チサングランド札幌,〒064-0808,北海道札幌市中央区南8条西5丁目 ,011-512-8500（※予約受付 011-512-4899）,http://www.solarehotels.com/chisun/grand-sapporo/
鉄板焼 malibu,〒531-0076,大阪府大阪市北区大淀中2-5-3 ,06-6344-0841,http://r.tabelog.com/osaka/A2701/A270108/27019277/
アクエリウムお台場,〒135-0091,東京都港区台場1-3-3-102 ,03-5530-0991,http://aquerium.jp/french/frenchrestaurant.html
創作鉄板焼 AC広尾,〒106-0047,東京都港区南麻布5-15-25 広尾六幸館2F,03-3440-9595,http://www.hotpepper.jp/strJ000684041/
インド料理　ＳＡＴＹＡＭ （サティヤム）,〒336-0907,埼玉県さいたま市緑区道祖土1-27-10 サイドプラザ1階,048-762-9971,http://satyam-s.com/
BAR＆DINING TRIP,〒101-0052,東京都千代田区神田小川町2-6 大宮第2ビル1Ｆ,03-3233-7847,http://r.tabelog.com/tokyo/A1310/A131002/13024543/
株式会社シェアーズ,〒150-0043,東京都渋谷区 道玄坂1-10-8 ,03-6416-3646,http://www.shares.ne.jp/
花音（カノン）心斎橋店,〒542-0085,大阪府大阪市中央区心斎橋筋1-3-29 ミヤプラザ心斎橋4階,06-6244-2755,http://kanon-s.com/
ニュー三幸,〒047-0032,北海道小樽市稲穂1-3-6 ニュー三幸本店 1F,0134-33-3500,http://www.newsanko.co.jp/
和洋旬菜 なんじゃ,〒542-0083,大阪府大阪市中央区東心斎橋1-13-3 馬やどビル1F,06-6252-5656,http://r.gnavi.co.jp/k175900/
ROUTE33（ルート33）,〒060-0062,北海道札幌市中央区南二条西7-1 MSスペース2F,011-210-3300,http://www.route33.jp/
新宿アイランドタワー 中国料理 上海,〒163-1302,東京都新宿区西新宿6-4-1 アイランドアトリウム2F,03-5909-0160,http://www.hotpepper.jp/strJ000245749/
Bullet cafe(バレットカフェ),〒153-0061,東京都目黒区中目黒2-10-11 中目黒プラムハイツ 1F,03-6225-0266,http://r.tabelog.com/tokyo/A1317/A131701/13063661/
日本料理 加茂川,〒220-0004,神奈川県横浜市西区北幸2-9-1 PLUMM/HOTEL COSMO Y.(ホテルコスモ横浜) B1,045-320-0801,http://r.gnavi.co.jp/p983800/
ローズボディ 恵比寿店,〒150-0021,東京都渋谷区恵比寿西1-8-8 ライオンズマンション小川恵比寿3F,03-6416-9191,http://rosebody.com/
cafe＋bar blue,〒534-0025,大阪府大阪市都島区片町2-7-24 ,06-6351-7557,http://www2.odn.ne.jp/blueblue/
ぼくじん 炭火和食と旨い酒,〒104-0061,東京都中央区銀座3-3-9 松岡銀座ビル5F,03-5159-7366,http://r.gnavi.co.jp/gabs300/
加圧トレーニングジム トップフィット,〒330-0846,埼玉県さいたま市大宮区大門町2-87 島村ビル2F,048-645-7577,http://www.topfit-omiya.com/
鮨とDining Bar しん,〒150-0002,東京都渋谷区渋谷2-8-10 青山FMビルB1,03-3409-4778,http://r.gnavi.co.jp/ga51800/
エステティック・リリ,〒277-0852,千葉県柏市旭町1-1-9 オダヤマ第3ビル6F,04-7148-1539,http://www.e-riri.com/
FRUIT GARDEN Hale,〒530-0044,大阪府大阪市北区東天満2-9-2 フジカワビル1F,06-6358-8039,http://r.tabelog.com/osaka/A2701/A270103/27051453/
EGO hair make,〒064-0804,北海道札幌市中央区南四条西22-2-20 ペルソナビル 2F,011-303-7557,http://www.ego-maruyama.com/shop/
Dream Stream,〒212-0014,神奈川県川崎市幸区大宮町11-2 ホワイトマンション 204号室,044-520-1389,http://dreams.sys-a.co.jp/top.html
MATU:RO（マトゥーロ）,〒060-0061,北海道札幌市中央区南1条西1-13-5 ,011-241-0707,http://www.vin-maruyamaya.com/maturo/
ナイア,〒531-0072,大阪府大阪市北区豊崎3-10-2 I&F梅田ビル1207,06-6373-6606,http://www.naia-esthetic.com/
小田原お堀端 万葉の湯,〒250-0011,神奈川県小田原市栄町1-5-14 ,0465-23-1126,http://www.manyo.co.jp/odawara/
GOLF BAR EAGLE 赤坂店,〒107-0052,東京都港区赤坂3-11-14 ,03-3583-5231,http://www.cbg-eagle.com/akasaka/
コリアンキッチン アーティー アーティー,〒150-0001,東京都渋谷区神宮前1-15-4 バルビゾン76　1F,03-6447-0970,http://r.tabelog.com/tokyo/A1306/A130601/13110042/
肩こり頭痛の専門店 空のセラピスト,〒064-0809,北海道札幌市中央区南9条西4 AMSタワー30F 3008号,011-206-7332,http://sorasepi.com/
THE GREAT BURGER（ザ グレートバーガー）,〒150-0001,東京都渋谷区神宮前6-12-7 J-Cube A 1F,03-3406-1215,http://www.the-great-burger.com/
タイしゃぶ鍋・タイ料理 エラワン 新宿靖国通り店,〒160-0022,東京都新宿区新宿3-15-11 アドホック新宿ビル8F,03-3341-5127,http://www.erawan-jp.com/erawan
PORCHI（ポルチ）,〒277-0005,千葉県柏市柏5-2-11 アルティスタ1F,04-7162-0047,http://porchi.jp/
赤坂 フランス料理 シュマン,〒107-0052,東京都港区赤坂2-17-7 赤坂溜池タワーANNEX1階,03-3568-3344,http://www.chemins.jp/
FIRST LIMOUSINE（ファーストリムジン）東京本社,〒106-0032,東京都港区六本木3丁目15番21号 ,03-6439-1127,http://www.first-limo.jp/
焼酎ダイニング 魚喰楽屋,〒530-0057,大阪府大阪市北区曽根崎2-5-30 ポンヌーボービル6F,06-6312-2022,http://r.gnavi.co.jp/kad4800/
川越湯遊ランド,〒350-0043,埼玉県川越市新富町1-9-1 ,049-226-2641,http://yyl.sakura.ne.jp/
KABUKIYA,〒542-0071,大阪府大阪市中央区道頓堀1-6-14 扇屋ビル2F,06-6213-7643,http://r.gnavi.co.jp/ka1k700/
円山Ray's （マルヤマレイズ）,〒064-0825,北海道札幌市中央区北5条西28丁目2 ラフレ28ビル 2階,011-640-8812,http://r.tabelog.com/hokkaido/A0101/A010105/1026255/
スノーヴァ溝の口-R246,〒213-0033,神奈川県川崎市高津区下作延5-28-1 ,044-844-1181,http://www.snova246.com/
楽楽整体院 南森町店,〒530-0044,大阪府大阪市北区東天満2-10-17 中本ビル1階,06-6314-6085,http://beauty.hotpepper.jp/kr/slnH000171381/
